Instance_number,coorte,crediti_totali,crediti_con_voto,voto_medio,ASD,data_ASD,ARC,data_ARC,PRG,data_PRG,ANI,data_ANI,MDL,data_MDL,INGLESE,data_INGLESE,TEST,Cluster
0.663492,0.8,0.722222,0.764706,1,1,2015-06-08,0,0000-00-00,0.967742,2015-07-28,1,2015-07-24,0.967742,2015-10-08,0,0000-00-00,0.96,2
0.666667,0.8,0.333333,0.352941,0.153846,0.580645,2015-07-10,0,0000-00-00,0.677419,2015-09-22,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.64,2
0.669841,0.8,0.611111,0.588235,0.692308,0.83871,2015-06-11,0,0000-00-00,0.967742,2015-06-30,0.774194,2015-07-24,0,0000-00-00,0,2015-06-04,0.44,2
0.673016,0.8,0.333333,0.352941,0.461538,0.806452,2015-07-10,0,0000-00-00,0.741935,2015-09-02,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.6,2
0.67619,0.8,0.333333,0.352941,0,0.580645,2015-07-09,0,0000-00-00,0,0000-00-00,0.580645,2015-07-27,0,0000-00-00,0,0000-00-00,0.2,1
0.679365,0.8,1,1,0.461538,0.774194,2015-06-08,0.774194,2015-06-16,0.870968,2015-07-27,0.774194,2015-09-11,0.677419,2015-10-05,0,2015-04-08,0.6,0
0.68254,0.8,0.611111,0.588235,0.461538,0.806452,2015-06-25,0,0000-00-00,0.806452,2015-07-28,0.741935,2015-09-11,0,0000-00-00,0,2015-03-23,0.68,2
0.685714,0.8,0.944444,1,0.923077,0.967742,2015-06-08,0.967742,2015-06-16,0.967742,2015-07-07,1,2015-06-25,0.967742,2015-07-09,0,0000-00-00,0.92,0
0.688889,0.8,0.722222,0.764706,0.769231,0.83871,2015-06-12,0,0000-00-00,1,2015-06-30,0.967742,2015-07-24,0.741935,2015-09-15,0,0000-00-00,0.8,2
0.692063,0.8,0.111111,0.117647,0.615385,0,0000-00-00,0,0000-00-00,0.83871,2015-07-28,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.52,2
0.695238,0.8,0.555556,0.588235,0.538462,0.774194,2015-06-11,0,0000-00-00,0.774194,2015-09-01,0.903226,2015-06-25,0,0000-00-00,0,0000-00-00,0.64,2
0.698413,0.8,0.111111,0.117647,0.923077,0.967742,2015-06-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.4,1
0.701587,0.8,0.611111,0.588235,0.538462,0.83871,2015-06-11,0,0000-00-00,0.645161,2015-09-01,0.967742,2015-07-24,0,0000-00-00,0,2015-03-27,0.6,2
0.704762,0.8,0.833333,0.823529,0.538462,0.806452,2015-06-11,0.580645,2015-09-14,1,2015-06-30,0.806452,2015-07-24,0,0000-00-00,0,2015-12-14,0.52,0
0.707937,0.8,0.777778,0.823529,0.461538,0.83871,2015-06-11,0.806452,2015-07-14,0.677419,2015-09-03,0.774194,2015-06-26,0,0000-00-00,0,0000-00-00,0.6,0
0.711111,0.8,0.388889,0.352941,0.461538,0.870968,2015-07-10,0,0000-00-00,0.645161,2015-09-01,0,0000-00-00,0,0000-00-00,0,2015-04-15,0.44,2
0.714286,0.8,0.833333,0.823529,0.692308,0.870968,2015-07-10,0.774194,2015-09-14,0.903226,2015-09-22,0.935484,2015-07-24,0,0000-00-00,0,2015-05-05,0.88,0
0.71746,0.8,0.166667,0.117647,0.076923,0.612903,2015-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-04-21,0.32,1
0.720635,0.8,0.555556,0.588235,0.307692,0.774194,2015-06-11,0,0000-00-00,0.709677,2015-07-28,0.677419,2015-06-25,0,0000-00-00,0,0000-00-00,0.56,2
0.72381,0.8,1,1,0.846154,0.967742,2015-06-12,0.870968,2015-06-16,0.967742,2015-09-02,1,2015-06-25,0.903226,2015-07-09,0,2015-03-03,0.8,0
0.726984,0.8,0.611111,0.588235,0.923077,1,2015-06-12,0,0000-00-00,0.935484,2015-07-07,1,2015-06-25,0,0000-00-00,0,2015-04-22,0.76,2
0.730159,0.8,0.833333,0.823529,0.923077,1,2015-06-12,1,2015-09-14,0.870968,2015-07-28,1,2015-07-24,0,0000-00-00,0,2015-12-14,0.76,0
0.733333,0.8,0.944444,1,0.692308,0.967742,2015-07-10,0.677419,2015-09-14,0.967742,2015-07-28,1,2015-06-25,0.741935,2015-06-15,0,2014-11-27,0.8,0
0.736508,0.8,0.833333,0.823529,0.692308,0.967742,2015-06-08,0.967742,2015-06-16,0.935484,2015-09-02,0.645161,2015-09-11,0,0000-00-00,0,2015-03-17,0.68,0
0.739683,0.8,0.111111,0.117647,0.538462,0.806452,2015-06-25,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.12,1
0.742857,0.8,0.555556,0.588235,0.769231,0.774194,2015-06-12,0,0000-00-00,0.967742,2015-09-03,1,2015-09-11,0,0000-00-00,0,0000-00-00,0.6,2
0.746032,0.8,1,1,0.692308,1,2015-06-11,0.774194,2015-09-14,1,2015-06-30,0.967742,2015-06-25,0.612903,2015-07-09,0,2015-03-02,0.64,0
0.749206,0.8,0.722222,0.764706,0.692308,0.903226,2015-06-11,0,0000-00-00,0.741935,2015-09-01,1,2015-07-24,0.870968,2015-08-03,0,0000-00-00,0.84,2
0.752381,0.8,0.333333,0.352941,0.153846,0.645161,2015-07-09,0,0000-00-00,0,0000-00-00,0.612903,2015-07-24,0,0000-00-00,0,0000-00-00,0.48,1
0.755556,0.8,0.388889,0.352941,0.307692,0,0000-00-00,0,0000-00-00,0.580645,2015-07-28,0.806452,2015-07-24,0,0000-00-00,0,2015-06-12,0.56,2
0.75873,0.8,0.111111,0.117647,0,0.580645,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-10-27,0.52,1
0.761905,0.8,0.111111,0.117647,0.923077,0.967742,2015-09-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.4,1
0.765079,0.8,0.611111,0.588235,0.846154,0.967742,2015-06-12,0,0000-00-00,0.935484,2015-06-30,0.903226,2015-06-25,0,0000-00-00,0,2015-04-22,0.28,2
0.768254,0.8,0.777778,0.823529,0.538462,0.903226,2015-06-10,0.741935,2015-06-16,0.774194,2015-09-02,0.774194,2015-07-24,0,0000-00-00,0,0000-00-00,0.32,0
0.771429,0.8,0.722222,0.764706,0.461538,0.806452,2015-07-09,0,0000-00-00,0.709677,2015-09-02,0.741935,2015-07-27,0.83871,2015-10-07,0,0000-00-00,0.8,2
0.774603,0.8,0.333333,0.352941,0.615385,0.741935,2015-07-09,0,0000-00-00,0.903226,2015-06-30,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.4,2
0.777778,0.8,0.166667,0.117647,0.615385,0.83871,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-11-11,0.64,1
0.780952,0.8,0.722222,0.764706,0.846154,0.967742,2015-06-12,0,0000-00-00,1,2015-06-30,0.903226,2015-06-26,0.806452,2015-06-15,0,0000-00-00,0.88,2
0.784127,0.8,0.111111,0.117647,0.461538,0.774194,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.48,1
0.787302,0.8,0.111111,0.117647,0.384615,0,0000-00-00,0,0000-00-00,0.741935,2015-09-23,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.56,2
0.790476,0.8,0.388889,0.352941,0.384615,0.677419,2015-07-10,0,0000-00-00,0,0000-00-00,0.774194,2015-07-24,0,0000-00-00,0,2015-04-02,0.56,1
0.793651,0.8,0.388889,0.352941,0.461538,0.774194,2015-06-12,0.741935,2015-07-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-05-05,0.44,1
0.796825,0.8,1,1,0.923077,0.967742,2015-06-08,1,2015-06-16,0.967742,2015-07-07,0.935484,2015-06-26,0.903226,2015-07-09,0,2015-05-28,0.72,0
0.8,0.8,0.555556,0.529412,0.461538,0.774194,2015-07-09,0,0000-00-00,0.709677,2015-09-22,0,0000-00-00,0.83871,2015-06-16,0,2015-03-17,0.48,2
0.803175,0.8,0.333333,0.352941,0.384615,0.709677,2015-06-11,0,0000-00-00,0,0000-00-00,0.774194,2015-07-27,0,0000-00-00,0,0000-00-00,0.48,1
0.806349,0.8,0.611111,0.588235,0.692308,0.967742,2015-06-11,0.774194,2015-09-14,0,0000-00-00,0.870968,2015-06-26,0,0000-00-00,0,2015-12-10,0.64,1
0.809524,0.8,0.611111,0.588235,0.769231,0.903226,2015-07-09,0,0000-00-00,0.83871,2015-07-29,0.967742,2015-06-25,0,0000-00-00,0,2015-06-03,0.68,2
0.812698,0.8,0.333333,0.352941,0.461538,0.645161,2015-07-09,0,0000-00-00,0,0000-00-00,0.870968,2015-09-11,0,0000-00-00,0,0000-00-00,0.48,1
0.815873,0.8,0.555556,0.588235,0.769231,0.806452,2015-07-09,0,0000-00-00,1,2015-09-23,0.903226,2015-06-26,0,0000-00-00,0,0000-00-00,0.84,2
0.819048,1,0.333333,0.352941,0.846154,0.903226,2016-06-15,0,0000-00-00,0,0000-00-00,0.935484,2016-09-20,0,0000-00-00,0,0000-00-00,0.72,1
0.822222,1,0.333333,0.352941,0.846154,0.967742,2016-06-15,0,0000-00-00,0,0000-00-00,0.903226,2016-09-20,0,0000-00-00,0,0000-00-00,0.88,1
0.825397,1,0.333333,0.352941,0.615385,0.774194,2016-09-16,0,0000-00-00,0,0000-00-00,0.870968,2016-09-20,0,0000-00-00,0,0000-00-00,0.52,1
0.828571,1,0.666667,0.705882,0.307692,0.774194,2016-06-14,0.677419,2016-09-19,0.83871,2016-07-26,0.580645,2016-10-12,0,0000-00-00,0,0000-00-00,0.72,0
0.831746,1,0.388889,0.352941,0.153846,0.612903,2016-06-15,0,0000-00-00,0,0000-00-00,0.645161,2016-07-15,0,0000-00-00,0,2016-06-15,0.48,1
0.834921,1,0.388889,0.352941,0.846154,0.870968,2016-06-15,0,0000-00-00,0,0000-00-00,0.967742,2016-07-13,0,0000-00-00,0,2016-04-14,0.84,1
0.838095,1,0.166667,0.117647,0.692308,0.870968,2016-09-16,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2016-11-26,0.6,1
0.84127,1,0.555556,0.588235,0.538462,0.83871,2016-09-16,0.774194,2016-07-18,0.774194,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.64,0
0.844444,1,0.555556,0.588235,0.384615,0.709677,2016-06-14,0,0000-00-00,0.774194,2016-09-20,0.709677,2016-09-20,0,0000-00-00,0,0000-00-00,0.28,2
0.847619,1,0.333333,0.352941,0.538462,0.806452,2016-09-16,0,0000-00-00,0,0000-00-00,0.806452,2016-09-20,0,0000-00-00,0,0000-00-00,0.76,1
0.850794,1,0.333333,0.294118,0.384615,0.774194,2016-07-08,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.709677,2016-07-14,0,2016-06-17,0.56,1
0.853968,1,1,1,0.923077,1,2016-06-10,0.967742,2016-07-18,0.967742,2016-09-15,1,2016-07-13,0.83871,2016-07-04,0,2016-05-23,0.68,0
0.857143,1,0.611111,0.588235,0.615385,0.870968,2016-06-15,0,0000-00-00,0.774194,2016-07-26,0.870968,2016-07-13,0,0000-00-00,0,2016-11-24,0.8,2
0.860317,1,0.333333,0.352941,0.692308,0.806452,2016-07-12,0,0000-00-00,0,0000-00-00,0.935484,2016-06-23,0,0000-00-00,0,0000-00-00,0.8,1
0.863492,1,1,1,0.615385,0.806452,2016-06-10,0.967742,2016-07-18,0.774194,2016-06-28,0.774194,2016-06-23,0.83871,2016-09-08,0,2016-02-01,0.76,0
0.866667,1,0.611111,0.588235,0.692308,0.774194,2016-06-10,0,0000-00-00,0.967742,2016-06-30,0.83871,2016-09-20,0,0000-00-00,0,2016-10-10,0.28,2
0.869841,1,0.111111,0.117647,0.538462,0.806452,2016-06-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.52,1
0.873016,1,0.333333,0.352941,0.615385,0.806452,2016-09-16,0,0000-00-00,0,0000-00-00,0.83871,2016-09-20,0,0000-00-00,0,0000-00-00,0.52,1
0.87619,1,0.388889,0.352941,0.615385,0.83871,2016-07-08,0,0000-00-00,0.806452,2016-09-20,0,0000-00-00,0,0000-00-00,0,2016-07-12,0.8,2
0.879365,1,0.388889,0.352941,0.461538,0.741935,2016-07-15,0,0000-00-00,0,0000-00-00,0.806452,2016-06-23,0,0000-00-00,0,2016-07-06,0.52,1
0.88254,1,0.333333,0.352941,0.769231,0.870968,2016-07-12,0,0000-00-00,0,0000-00-00,0.903226,2016-09-20,0,0000-00-00,0,0000-00-00,0.68,1
0.885714,1,0.388889,0.352941,0.769231,0.967742,2016-07-12,0,0000-00-00,0.83871,2016-09-15,0,0000-00-00,0,0000-00-00,0,2016-05-24,0.76,2
0.888889,1,0.5,0.529412,0.461538,0.870968,2016-09-16,0,0000-00-00,0,0000-00-00,0.774194,2016-07-13,0.677419,2016-09-27,0,0000-00-00,0.56,1
0.892063,1,0.333333,0.352941,0.615385,0.903226,2016-07-12,0,0000-00-00,0.774194,2016-09-20,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.56,2
0.895238,1,0.333333,0.352941,0.692308,0.967742,2016-06-10,0,0000-00-00,0,0000-00-00,0.741935,2016-07-13,0,0000-00-00,0,0000-00-00,0.56,1
0.898413,1,0.5,0.529412,0.538462,0.806452,2016-07-08,0,0000-00-00,0,0000-00-00,0.774194,2016-09-20,0.83871,2016-08-02,0,0000-00-00,0.56,1
0.901587,1,0,0,0.384615,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-12-10,1,1
0.904762,1,0.611111,0.588235,0.538462,0.903226,2016-06-10,0,0000-00-00,0.903226,2016-07-26,0.612903,2016-06-23,0,0000-00-00,0,2016-11-30,0.64,2
0.907937,1,0.555556,0.588235,0.384615,0.709677,2016-07-08,0,0000-00-00,0.774194,2016-09-15,0.774194,2016-09-20,0,0000-00-00,0,0000-00-00,0.8,2
0.911111,1,0.111111,0.117647,0.769231,0,0000-00-00,0,0000-00-00,0.903226,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.44,2
0.914286,1,0.333333,0.352941,0.615385,0.774194,2016-07-08,0,0000-00-00,0,0000-00-00,0.870968,2016-07-13,0,0000-00-00,0,0000-00-00,0.32,1
0.91746,1,0.111111,0.117647,0.538462,0.806452,2016-06-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.44,1
0.920635,1,0.388889,0.352941,0.461538,0.709677,2016-09-16,0,0000-00-00,0,0000-00-00,0.806452,2016-06-23,0,0000-00-00,0,2016-10-07,0.56,1
0.92381,1,0.333333,0.352941,0.461538,0.645161,2016-07-12,0,0000-00-00,0.870968,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.6,2
0.926984,1,0.388889,0.352941,0.384615,0.741935,2016-06-14,0,0000-00-00,0,0000-00-00,0.709677,2016-09-20,0,0000-00-00,0,2016-09-27,0.4,1
0.930159,1,0.944444,1,0.692308,1,2016-07-08,0.645161,2016-06-09,0.83871,2016-09-15,0.935484,2016-07-13,0.903226,2016-06-15,0,0000-00-00,0.76,0
0.933333,1,0.333333,0.352941,0.461538,0,0000-00-00,0,0000-00-00,0.774194,2016-09-15,0.741935,2016-09-20,0,0000-00-00,0,0000-00-00,0.44,2
0.936508,1,0.111111,0.117647,0.307692,0.709677,2016-09-16,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.8,1
0.939683,1,0.333333,0.352941,0.846154,0.967742,2016-06-10,0,0000-00-00,0.870968,2016-09-20,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.6,2
0.942857,1,0.333333,0.352941,0.846154,0.903226,2016-06-10,0,0000-00-00,0,0000-00-00,0.935484,2016-09-20,0,0000-00-00,0,0000-00-00,0.52,1
0.946032,1,0.722222,0.764706,0.615385,0.903226,2016-06-10,0,0000-00-00,0.774194,2016-09-15,0.806452,2016-09-20,0.83871,2016-09-07,0,0000-00-00,0.64,2
0.949206,1,0.333333,0.352941,0.692308,0.806452,2016-07-08,0,0000-00-00,0,0000-00-00,0.903226,2016-07-13,0,0000-00-00,0,0000-00-00,0.44,1
0.952381,1,0.555556,0.588235,0.615385,0.806452,2016-06-14,0,0000-00-00,0.870968,2016-07-26,0.806452,2016-09-20,0,0000-00-00,0,0000-00-00,0.48,2
0.955556,1,0.166667,0.117647,0.384615,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.741935,2016-07-15,0,0000-00-00,0,2016-04-14,0.6,1
0.95873,1,1,1,0.923077,1,2016-06-10,0.967742,2016-06-09,1,2016-06-28,1,2016-07-13,0.903226,2016-09-08,0,2016-11-28,0.88,0
0.961905,1,0.5,0.529412,0.461538,0.774194,2016-06-10,0,0000-00-00,0,0000-00-00,0.83871,2016-07-13,0.677419,2016-08-01,0,0000-00-00,0.88,1
0.965079,1,0.5,0.529412,0.769231,0.967742,2016-09-16,0,0000-00-00,0,0000-00-00,1,2016-06-23,0.741935,2016-09-28,0,0000-00-00,0.64,1
0.968254,1,0.333333,0.352941,0.384615,0.83871,2016-06-15,0,0000-00-00,0,0000-00-00,0.645161,2016-07-15,0,0000-00-00,0,0000-00-00,0.56,1
0.971429,1,0.555556,0.588235,0.538462,0.83871,2016-06-14,0,0000-00-00,0.870968,2016-09-20,0.741935,2016-07-13,0,0000-00-00,0,0000-00-00,0.76,2
0.974603,1,0.333333,0.352941,0.615385,0.709677,2016-07-08,0,0000-00-00,0,0000-00-00,0.967742,2016-09-20,0,0000-00-00,0,0000-00-00,0.44,1
0.977778,1,0.5,0.529412,0.538462,0.83871,2016-07-12,0,0000-00-00,0,0000-00-00,0.870968,2016-07-13,0.677419,2016-09-07,0,0000-00-00,0.76,1
0.980952,1,0.944444,1,0.769231,0.935484,2016-06-10,0.967742,2016-09-19,0.967742,2016-07-27,0.967742,2016-06-23,0.612903,2016-07-13,0,0000-00-00,0.84,0
0.984127,1,0.333333,0.352941,0.615385,0.903226,2016-06-15,0,0000-00-00,0,0000-00-00,0.774194,2016-07-15,0,0000-00-00,0,0000-00-00,0.84,1
0.987302,1,0.388889,0.352941,0.307692,0.806452,2016-07-08,0.612903,2016-09-19,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.88,1
0.990476,1,0.944444,1,0.692308,0.967742,2016-07-08,0.612903,2016-06-09,1,2016-06-28,0.967742,2016-07-15,0.806452,2016-08-01,0,0000-00-00,0.76,0
0.993651,1,0.111111,0.117647,0.538462,0.806452,2016-07-12,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0.64,1
0.996825,1,0.555556,0.588235,0.615385,0.806452,2016-06-15,0.774194,2016-09-19,0,0000-00-00,0.967742,2016-06-23,0,0000-00-00,0,0000-00-00,0.88,1
1,1,0.5,0.529412,0.538462,0.806452,2016-09-16,0,0000-00-00,0,0000-00-00,0.967742,2016-09-20,0.645161,2016-06-15,0,0000-00-00,0.68,1
