coorte,crediti_totali,crediti_con_voto,voto_medio,ASD,data_ASD,ARC,data_ARC,PRG,data_PRG,ANI,data_ANI,MDL,data_MDL,INGLESE,data_INGLESE,TEST
2013,36,36,23,21,2014-07-17,0,0000-00-00,28,2014-09-04,20,2014-07-23,0,0000-00-00,0,0000-00-00,9
2013,15,12,23,23,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-05-27,8
2013,36,36,29,28,2014-06-13,0,0000-00-00,30,2014-09-03,30,2014-06-27,0,0000-00-00,0,0000-00-00,11
2013,57,57,24,27,2014-07-17,19,2014-09-15,28,2014-09-03,26,2014-07-23,20,2014-09-10,0,0000-00-00,17
2013,60,57,25,28,2014-06-13,18,2014-09-15,29,2014-07-28,29,2014-06-27,22,2014-07-01,0,2014-04-15,20
2013,27,24,27,26,2014-09-12,0,0000-00-00,0,0000-00-00,27,2014-07-23,0,0000-00-00,0,2014-10-07,15
2013,27,24,25,26,2014-09-12,0,0000-00-00,0,0000-00-00,23,2014-06-30,0,0000-00-00,0,2014-10-07,18
2013,36,36,30,0,0000-00-00,31,2014-07-10,31,2014-09-03,28,2014-06-10,0,0000-00-00,0,0000-00-00,19
2013,15,12,27,0,0000-00-00,0,0000-00-00,0,0000-00-00,27,2014-06-10,0,0000-00-00,0,2014-06-26,12
2013,24,24,23,20,2014-09-12,0,0000-00-00,0,0000-00-00,25,2014-07-23,0,0000-00-00,0,0000-00-00,24
2013,48,48,25,27,2014-06-13,22,2014-09-15,29,2014-06-17,22,2014-07-23,0,0000-00-00,0,0000-00-00,15
2013,27,24,23,24,2014-06-12,0,0000-00-00,21,2014-07-29,0,0000-00-00,0,0000-00-00,0,2014-04-08,12
2013,36,33,25,26,2014-09-12,0,0000-00-00,0,0000-00-00,27,2014-06-27,23,2014-09-09,0,2014-04-15,18
2013,36,36,23,25,2014-07-17,0,0000-00-00,18,2014-09-03,26,2014-07-23,0,0000-00-00,0,0000-00-00,12
2013,15,12,21,0,0000-00-00,0,0000-00-00,0,0000-00-00,21,2014-09-09,0,0000-00-00,0,2014-05-20,13
2013,15,12,20,20,2014-07-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-09-17,8
2013,15,12,21,21,2014-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-05-23,6
2013,24,24,23,21,2014-07-17,0,0000-00-00,25,2014-09-03,0,0000-00-00,0,0000-00-00,0,0000-00-00,12
2013,12,12,24,0,0000-00-00,0,0000-00-00,0,0000-00-00,24,2014-06-10,0,0000-00-00,0,0000-00-00,21
2013,12,12,25,25,2014-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,12
2013,15,12,21,21,2014-09-12,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-11-20,11
2013,45,45,25,26,2014-07-17,0,0000-00-00,26,2014-07-28,25,2014-06-27,24,2014-09-09,0,0000-00-00,21
2013,60,57,29,31,2014-07-17,28,2014-07-24,28,2014-09-03,31,2014-06-10,28,2014-07-01,0,2014-03-25,24
2013,36,36,25,26,2014-06-13,20,2014-07-24,30,2014-07-28,0,0000-00-00,0,0000-00-00,0,0000-00-00,16
2013,24,24,29,27,2014-06-12,0,0000-00-00,0,0000-00-00,30,2014-09-09,0,0000-00-00,0,0000-00-00,20
2013,48,48,23,23,2014-06-11,18,2014-07-24,26,2014-09-03,24,2014-09-09,0,0000-00-00,0,0000-00-00,17
2013,39,36,23,20,2014-06-11,20,2014-09-15,28,2014-09-03,0,0000-00-00,0,0000-00-00,0,2014-03-18,9
2013,48,45,25,27,2014-06-12,0,0000-00-00,25,2014-07-29,25,2014-09-09,23,2014-07-02,0,2014-09-16,15
2013,51,48,28,31,2014-06-13,26,2014-07-10,26,2014-09-03,30,2014-06-10,0,0000-00-00,0,2014-09-23,15
2013,36,36,29,30,2014-07-17,0,0000-00-00,29,2014-07-28,29,2014-06-27,0,0000-00-00,0,0000-00-00,12
2013,39,36,28,30,2014-07-17,0,0000-00-00,26,2014-07-28,29,2014-06-27,0,0000-00-00,0,2014-05-20,14
2013,27,24,25,26,2014-06-11,0,0000-00-00,0,0000-00-00,23,2014-06-27,0,0000-00-00,0,2014-05-23,10
2013,36,33,27,27,2014-09-12,0,0000-00-00,0,0000-00-00,30,2014-06-10,24,2014-07-30,0,2014-04-28,19
2014,27,24,26,28,2015-07-10,24,2015-07-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-04-22,14
2014,60,57,30,31,2015-06-10,30,2015-07-14,31,2015-06-30,31,2015-06-25,28,2015-06-15,0,2015-05-12,24
2014,12,12,28,0,0000-00-00,0,0000-00-00,28,2015-06-30,0,0000-00-00,0,0000-00-00,0,0000-00-00,15
2014,12,12,19,0,0000-00-00,0,0000-00-00,0,0000-00-00,19,2015-07-27,0,0000-00-00,0,0000-00-00,11
2014,27,21,26,0,0000-00-00,0,0000-00-00,0,0000-00-00,31,2015-06-25,20,2015-07-09,0,0000-00-00,13
2014,12,12,23,23,2015-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,11
2014,24,24,21,23,2015-07-09,0,0000-00-00,0,0000-00-00,18,2015-06-25,0,0000-00-00,0,0000-00-00,17
2014,51,48,30,31,2015-06-12,28,2015-09-14,30,2015-07-07,31,2015-07-24,0,0000-00-00,0,2015-05-08,19
2014,24,24,25,22,2015-07-10,0,0000-00-00,27,2015-07-07,0,0000-00-00,0,0000-00-00,0,0000-00-00,19
2014,60,57,27,28,2015-06-11,27,2015-07-14,26,2015-07-30,30,2015-06-26,26,2015-07-01,0,2015-10-12,13
2014,39,36,23,27,2015-07-09,0,0000-00-00,21,2015-09-01,21,2015-07-24,0,0000-00-00,0,2015-03-03,12
2014,24,24,25,0,0000-00-00,0,0000-00-00,22,2015-09-23,28,2015-09-11,0,0000-00-00,0,0000-00-00,14
2014,27,24,23,24,2015-07-09,0,0000-00-00,0,0000-00-00,21,2015-07-27,0,0000-00-00,0,2015-10-22,8
2014,27,24,23,23,2015-09-17,0,0000-00-00,0,0000-00-00,23,2015-07-27,0,0000-00-00,0,2015-12-15,23
2014,12,12,25,0,0000-00-00,0,0000-00-00,25,2015-07-07,0,0000-00-00,0,0000-00-00,0,0000-00-00,10
2014,12,12,23,23,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,6
2014,12,12,18,0,0000-00-00,0,0000-00-00,0,0000-00-00,18,2015-09-11,0,0000-00-00,0,0000-00-00,9
2014,60,57,27,31,2015-06-12,24,2015-07-14,31,2015-06-30,31,2015-06-23,20,2015-10-05,0,2015-05-08,20
2014,60,57,30,31,2015-07-10,30,2015-09-14,31,2015-07-28,31,2015-06-25,25,2015-06-15,0,2015-03-26,18
2014,45,45,31,31,2015-06-08,0,0000-00-00,30,2015-07-28,31,2015-07-24,30,2015-10-08,0,0000-00-00,24
2014,24,24,20,18,2015-07-10,0,0000-00-00,21,2015-09-22,0,0000-00-00,0,0000-00-00,0,0000-00-00,16
2014,39,36,27,26,2015-06-11,0,0000-00-00,30,2015-06-30,24,2015-07-24,0,0000-00-00,0,2015-06-04,11
2014,24,24,24,25,2015-07-10,0,0000-00-00,23,2015-09-02,0,0000-00-00,0,0000-00-00,0,0000-00-00,15
2014,24,24,18,18,2015-07-09,0,0000-00-00,0,0000-00-00,18,2015-07-27,0,0000-00-00,0,0000-00-00,5
2014,60,57,24,24,2015-06-08,24,2015-06-16,27,2015-07-27,24,2015-09-11,21,2015-10-05,0,2015-04-08,15
2014,39,36,24,25,2015-06-25,0,0000-00-00,25,2015-07-28,23,2015-09-11,0,0000-00-00,0,2015-03-23,17
2014,57,57,30,30,2015-06-08,30,2015-06-16,30,2015-07-07,31,2015-06-25,30,2015-07-09,0,0000-00-00,23
2014,45,45,28,26,2015-06-12,0,0000-00-00,31,2015-06-30,30,2015-07-24,23,2015-09-15,0,0000-00-00,20
2014,12,12,26,0,0000-00-00,0,0000-00-00,26,2015-07-28,0,0000-00-00,0,0000-00-00,0,0000-00-00,13
2014,36,36,25,24,2015-06-11,0,0000-00-00,24,2015-09-01,28,2015-06-25,0,0000-00-00,0,0000-00-00,16
2014,12,12,30,30,2015-06-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,10
2014,39,36,25,26,2015-06-11,0,0000-00-00,20,2015-09-01,30,2015-07-24,0,0000-00-00,0,2015-03-27,15
2014,51,48,25,25,2015-06-11,18,2015-09-14,31,2015-06-30,25,2015-07-24,0,0000-00-00,0,2015-12-14,13
2014,48,48,24,26,2015-06-11,25,2015-07-14,21,2015-09-03,24,2015-06-26,0,0000-00-00,0,0000-00-00,15
2014,27,24,24,27,2015-07-10,0,0000-00-00,20,2015-09-01,0,0000-00-00,0,0000-00-00,0,2015-04-15,11
2014,51,48,27,27,2015-07-10,24,2015-09-14,28,2015-09-22,29,2015-07-24,0,0000-00-00,0,2015-05-05,22
2014,15,12,19,19,2015-06-11,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-04-21,8
2014,36,36,22,24,2015-06-11,0,0000-00-00,22,2015-07-28,21,2015-06-25,0,0000-00-00,0,0000-00-00,14
2014,60,57,29,30,2015-06-12,27,2015-06-16,30,2015-09-02,31,2015-06-25,28,2015-07-09,0,2015-03-03,20
2014,39,36,30,31,2015-06-12,0,0000-00-00,29,2015-07-07,31,2015-06-25,0,0000-00-00,0,2015-04-22,19
2014,51,48,30,31,2015-06-12,31,2015-09-14,27,2015-07-28,31,2015-07-24,0,0000-00-00,0,2015-12-14,19
2014,57,57,27,30,2015-07-10,21,2015-09-14,30,2015-07-28,31,2015-06-25,23,2015-06-15,0,2014-11-27,20
2014,51,48,27,30,2015-06-08,30,2015-06-16,29,2015-09-02,20,2015-09-11,0,0000-00-00,0,2015-03-17,17
2014,12,12,25,25,2015-06-25,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,3
2014,36,36,28,24,2015-06-12,0,0000-00-00,30,2015-09-03,31,2015-09-11,0,0000-00-00,0,0000-00-00,15
2014,60,57,27,31,2015-06-11,24,2015-09-14,31,2015-06-30,30,2015-06-25,19,2015-07-09,0,2015-03-02,16
2014,45,45,27,28,2015-06-11,0,0000-00-00,23,2015-09-01,31,2015-07-24,27,2015-08-03,0,0000-00-00,21
2014,24,24,20,20,2015-07-09,0,0000-00-00,0,0000-00-00,19,2015-07-24,0,0000-00-00,0,0000-00-00,12
2014,27,24,22,0,0000-00-00,0,0000-00-00,18,2015-07-28,25,2015-07-24,0,0000-00-00,0,2015-06-12,14
2014,12,12,18,18,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2014-10-27,13
2014,12,12,30,30,2015-09-17,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,10
2014,39,36,29,30,2015-06-12,0,0000-00-00,29,2015-06-30,28,2015-06-25,0,0000-00-00,0,2015-04-22,7
2014,48,48,25,28,2015-06-10,23,2015-06-16,24,2015-09-02,24,2015-07-24,0,0000-00-00,0,0000-00-00,8
2014,45,45,24,25,2015-07-09,0,0000-00-00,22,2015-09-02,23,2015-07-27,26,2015-10-07,0,0000-00-00,20
2014,24,24,26,23,2015-07-09,0,0000-00-00,28,2015-06-30,0,0000-00-00,0,0000-00-00,0,0000-00-00,10
2014,15,12,26,26,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-11-11,16
2014,45,45,29,30,2015-06-12,0,0000-00-00,31,2015-06-30,28,2015-06-26,25,2015-06-15,0,0000-00-00,22
2014,12,12,24,24,2015-07-09,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,12
2014,12,12,23,0,0000-00-00,0,0000-00-00,23,2015-09-23,0,0000-00-00,0,0000-00-00,0,0000-00-00,14
2014,27,24,23,21,2015-07-10,0,0000-00-00,0,0000-00-00,24,2015-07-24,0,0000-00-00,0,2015-04-02,14
2014,27,24,24,24,2015-06-12,23,2015-07-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-05-05,11
2014,60,57,30,30,2015-06-08,31,2015-06-16,30,2015-07-07,29,2015-06-26,28,2015-07-09,0,2015-05-28,18
2014,36,33,24,24,2015-07-09,0,0000-00-00,22,2015-09-22,0,0000-00-00,26,2015-06-16,0,2015-03-17,12
2014,24,24,23,22,2015-06-11,0,0000-00-00,0,0000-00-00,24,2015-07-27,0,0000-00-00,0,0000-00-00,12
2014,39,36,27,30,2015-06-11,24,2015-09-14,0,0000-00-00,27,2015-06-26,0,0000-00-00,0,2015-12-10,16
2014,39,36,28,28,2015-07-09,0,0000-00-00,26,2015-07-29,30,2015-06-25,0,0000-00-00,0,2015-06-03,17
2014,24,24,24,20,2015-07-09,0,0000-00-00,0,0000-00-00,27,2015-09-11,0,0000-00-00,0,0000-00-00,12
2014,36,36,28,25,2015-07-09,0,0000-00-00,31,2015-09-23,28,2015-06-26,0,0000-00-00,0,0000-00-00,21
2015,24,24,29,28,2016-06-15,0,0000-00-00,0,0000-00-00,29,2016-09-20,0,0000-00-00,0,0000-00-00,18
2015,24,24,29,30,2016-06-15,0,0000-00-00,0,0000-00-00,28,2016-09-20,0,0000-00-00,0,0000-00-00,22
2015,24,24,26,24,2016-09-16,0,0000-00-00,0,0000-00-00,27,2016-09-20,0,0000-00-00,0,0000-00-00,13
2015,42,42,22,24,2016-06-14,21,2016-09-19,26,2016-07-26,18,2016-10-12,0,0000-00-00,0,0000-00-00,18
2015,27,24,20,19,2016-06-15,0,0000-00-00,0,0000-00-00,20,2016-07-15,0,0000-00-00,0,2016-06-15,12
2015,27,24,29,27,2016-06-15,0,0000-00-00,0,0000-00-00,30,2016-07-13,0,0000-00-00,0,2016-04-14,21
2015,15,12,27,27,2016-09-16,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2016-11-26,15
2015,36,36,25,26,2016-09-16,24,2016-07-18,24,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,16
2015,36,36,23,22,2016-06-14,0,0000-00-00,24,2016-09-20,22,2016-09-20,0,0000-00-00,0,0000-00-00,7
2015,24,24,25,25,2016-09-16,0,0000-00-00,0,0000-00-00,25,2016-09-20,0,0000-00-00,0,0000-00-00,19
2015,24,21,23,24,2016-07-08,0,0000-00-00,0,0000-00-00,0,0000-00-00,22,2016-07-14,0,2016-06-17,14
2015,60,57,30,31,2016-06-10,30,2016-07-18,30,2016-09-15,31,2016-07-13,26,2016-07-04,0,2016-05-23,17
2015,39,36,26,27,2016-06-15,0,0000-00-00,24,2016-07-26,27,2016-07-13,0,0000-00-00,0,2016-11-24,20
2015,24,24,27,25,2016-07-12,0,0000-00-00,0,0000-00-00,29,2016-06-23,0,0000-00-00,0,0000-00-00,20
2015,60,57,26,25,2016-06-10,30,2016-07-18,24,2016-06-28,24,2016-06-23,26,2016-09-08,0,2016-02-01,19
2015,39,36,27,24,2016-06-10,0,0000-00-00,30,2016-06-30,26,2016-09-20,0,0000-00-00,0,2016-10-10,7
2015,12,12,25,25,2016-06-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,13
2015,24,24,26,25,2016-09-16,0,0000-00-00,0,0000-00-00,26,2016-09-20,0,0000-00-00,0,0000-00-00,13
2015,27,24,26,26,2016-07-08,0,0000-00-00,25,2016-09-20,0,0000-00-00,0,0000-00-00,0,2016-07-12,20
2015,27,24,24,23,2016-07-15,0,0000-00-00,0,0000-00-00,25,2016-06-23,0,0000-00-00,0,2016-07-06,13
2015,24,24,28,27,2016-07-12,0,0000-00-00,0,0000-00-00,28,2016-09-20,0,0000-00-00,0,0000-00-00,17
2015,27,24,28,30,2016-07-12,0,0000-00-00,26,2016-09-15,0,0000-00-00,0,0000-00-00,0,2016-05-24,19
2015,33,33,24,27,2016-09-16,0,0000-00-00,0,0000-00-00,24,2016-07-13,21,2016-09-27,0,0000-00-00,14
2015,24,24,26,28,2016-07-12,0,0000-00-00,24,2016-09-20,0,0000-00-00,0,0000-00-00,0,0000-00-00,14
2015,24,24,27,30,2016-06-10,0,0000-00-00,0,0000-00-00,23,2016-07-13,0,0000-00-00,0,0000-00-00,14
2015,33,33,25,25,2016-07-08,0,0000-00-00,0,0000-00-00,24,2016-09-20,26,2016-08-02,0,0000-00-00,14
2015,6,6,23,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,2015-12-10,25
2015,39,36,25,28,2016-06-10,0,0000-00-00,28,2016-07-26,19,2016-06-23,0,0000-00-00,0,2016-11-30,16
2015,36,36,23,22,2016-07-08,0,0000-00-00,24,2016-09-15,24,2016-09-20,0,0000-00-00,0,0000-00-00,20
2015,12,12,28,0,0000-00-00,0,0000-00-00,28,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,11
2015,24,24,26,24,2016-07-08,0,0000-00-00,0,0000-00-00,27,2016-07-13,0,0000-00-00,0,0000-00-00,8
2015,12,12,25,25,2016-06-14,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,11
2015,27,24,24,22,2016-09-16,0,0000-00-00,0,0000-00-00,25,2016-06-23,0,0000-00-00,0,2016-10-07,14
2015,24,24,24,20,2016-07-12,0,0000-00-00,27,2016-09-15,0,0000-00-00,0,0000-00-00,0,0000-00-00,15
2015,27,24,23,23,2016-06-14,0,0000-00-00,0,0000-00-00,22,2016-09-20,0,0000-00-00,0,2016-09-27,10
2015,57,57,27,31,2016-07-08,20,2016-06-09,26,2016-09-15,29,2016-07-13,28,2016-06-15,0,0000-00-00,19
2015,24,24,24,0,0000-00-00,0,0000-00-00,24,2016-09-15,23,2016-09-20,0,0000-00-00,0,0000-00-00,11
2015,12,12,22,22,2016-09-16,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,20
2015,24,24,29,30,2016-06-10,0,0000-00-00,27,2016-09-20,0,0000-00-00,0,0000-00-00,0,0000-00-00,15
2015,24,24,29,28,2016-06-10,0,0000-00-00,0,0000-00-00,29,2016-09-20,0,0000-00-00,0,0000-00-00,13
2015,45,45,26,28,2016-06-10,0,0000-00-00,24,2016-09-15,25,2016-09-20,26,2016-09-07,0,0000-00-00,16
2015,24,24,27,25,2016-07-08,0,0000-00-00,0,0000-00-00,28,2016-07-13,0,0000-00-00,0,0000-00-00,11
2015,36,36,26,25,2016-06-14,0,0000-00-00,27,2016-07-26,25,2016-09-20,0,0000-00-00,0,0000-00-00,12
2015,15,12,23,0,0000-00-00,0,0000-00-00,0,0000-00-00,23,2016-07-15,0,0000-00-00,0,2016-04-14,15
2015,60,57,30,31,2016-06-10,30,2016-06-09,31,2016-06-28,31,2016-07-13,28,2016-09-08,0,2016-11-28,22
2015,33,33,24,24,2016-06-10,0,0000-00-00,0,0000-00-00,26,2016-07-13,21,2016-08-01,0,0000-00-00,22
2015,33,33,28,30,2016-09-16,0,0000-00-00,0,0000-00-00,31,2016-06-23,23,2016-09-28,0,0000-00-00,16
2015,24,24,23,26,2016-06-15,0,0000-00-00,0,0000-00-00,20,2016-07-15,0,0000-00-00,0,0000-00-00,14
2015,36,36,25,26,2016-06-14,0,0000-00-00,27,2016-09-20,23,2016-07-13,0,0000-00-00,0,0000-00-00,19
2015,24,24,26,22,2016-07-08,0,0000-00-00,0,0000-00-00,30,2016-09-20,0,0000-00-00,0,0000-00-00,11
2015,33,33,25,26,2016-07-12,0,0000-00-00,0,0000-00-00,27,2016-07-13,21,2016-09-07,0,0000-00-00,19
2015,57,57,28,29,2016-06-10,30,2016-09-19,30,2016-07-27,30,2016-06-23,19,2016-07-13,0,0000-00-00,21
2015,24,24,26,28,2016-06-15,0,0000-00-00,0,0000-00-00,24,2016-07-15,0,0000-00-00,0,0000-00-00,21
2015,27,24,22,25,2016-07-08,19,2016-09-19,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,22
2015,57,57,27,30,2016-07-08,19,2016-06-09,31,2016-06-28,30,2016-07-15,25,2016-08-01,0,0000-00-00,19
2015,12,12,25,25,2016-07-12,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,0,0000-00-00,16
2015,36,36,26,25,2016-06-15,24,2016-09-19,0,0000-00-00,30,2016-06-23,0,0000-00-00,0,0000-00-00,22
2015,33,33,25,25,2016-09-16,0,0000-00-00,0,0000-00-00,30,2016-09-20,20,2016-06-15,0,0000-00-00,17
